x,y,tree-state,burn-counter,fire-intensity,max-burn-counter
-61,81,unaffected,0,0,35
-34,-26,unaffected,0,0,43
53,110,unaffected,0,0,42
11,-7,empty,0,0,0
-6,72,empty,0,0,0
9,17,unaffected,0,0,52
14,-90,unaffected,0,0,99
48,67,empty,0,0,0
-123,102,unaffected,0,0,103
8,3,unaffected,0,0,55
53,-102,unaffected,0,0,104
-63,-87,empty,0,0,0
-1,-53,empty,0,0,0
-67,87,unaffected,0,0,35
21,111,unaffected,0,0,92
-108,-110,unaffected,0,0,40
-14,-17,unaffected,0,0,105
32,40,empty,0,0,0
45,-39,unaffected,0,0,94
-25,6,unaffected,0,0,69
95,58,unaffected,0,0,65
-29,-111,unaffected,0,0,64
48,-8,unaffected,0,0,75
-106,37,empty,0,0,0
107,55,unaffected,0,0,91
91,123,unaffected,0,0,63
-35,13,unaffected,0,0,50
-121,-21,unaffected,0,0,56
-3,-117,unaffected,0,0,101
107,-40,empty,0,0,0
9,-43,unaffected,0,0,70
-28,37,unaffected,0,0,102
-72,-40,unaffected,0,0,63
5,19,unaffected,0,0,65
88,18,unaffected,0,0,35
17,-88,empty,0,0,0
-35,3,unaffected,0,0,36
-107,-62,empty,0,0,0
-124,123,unaffected,0,0,82
81,3,unaffected,0,0,51
14,-50,unaffected,0,0,36
0,-73,unaffected,0,0,48
9,90,empty,0,0,0
-60,43,unaffected,0,0,60
13,22,unaffected,0,0,64
27,102,unaffected,0,0,95
10,-80,unaffected,0,0,40
88,-112,unaffected,0,0,81
57,91,empty,0,0,0
86,-28,empty,0,0,0
86,96,unaffected,0,0,62
-89,67,unaffected,0,0,44
105,-33,empty,0,0,0
-94,23,unaffected,0,0,81
94,-88,unaffected,0,0,71
-27,-124,empty,0,0,0
108,32,empty,0,0,0
-88,-79,empty,0,0,0
-61,106,unaffected,0,0,57
104,-44,empty,0,0,0
105,87,unaffected,0,0,59
41,94,empty,0,0,0
58,95,empty,0,0,0
55,-103,unaffected,0,0,99
-1,-7,unaffected,0,0,67
-89,-79,unaffected,0,0,75
16,124,empty,0,0,0
101,107,empty,0,0,0
67,-13,empty,0,0,0
28,-16,unaffected,0,0,71
-70,-109,unaffected,0,0,94
4,69,unaffected,0,0,105
57,-32,unaffected,0,0,71
122,68,unaffected,0,0,44
10,-58,unaffected,0,0,97
-77,-92,unaffected,0,0,49
-97,-47,empty,0,0,0
25,-27,empty,0,0,0
-75,48,unaffected,0,0,94
92,-85,unaffected,0,0,52
58,-83,unaffected,0,0,51
-4,-45,unaffected,0,0,78
16,33,unaffected,0,0,41
-3,-5,unaffected,0,0,42
-27,-26,unaffected,0,0,57
37,76,unaffected,0,0,104
-35,119,empty,0,0,0
-104,77,unaffected,0,0,69
-5,9,unaffected,0,0,53
-87,-96,unaffected,0,0,104
-44,121,unaffected,0,0,59
-118,-31,empty,0,0,0
16,5,unaffected,0,0,98
87,28,unaffected,0,0,65
-122,-92,unaffected,0,0,55
91,44,unaffected,0,0,88
74,101,unaffected,0,0,72
39,-28,unaffected,0,0,88
-106,79,unaffected,0,0,40
11,-59,unaffected,0,0,55
76,-95,empty,0,0,0
-51,-37,unaffected,0,0,97
112,-19,empty,0,0,0
-76,-75,unaffected,0,0,63
124,-124,unaffected,0,0,102
7,-12,empty,0,0,0
9,-101,unaffected,0,0,63
-54,3,empty,0,0,0
75,-18,empty,0,0,0
71,-119,unaffected,0,0,53
-66,-109,unaffected,0,0,95
19,42,empty,0,0,0
-85,-45,unaffected,0,0,39
80,-50,unaffected,0,0,92
23,-82,empty,0,0,0
34,63,unaffected,0,0,98
-49,-122,unaffected,0,0,49
-89,-50,unaffected,0,0,48
16,42,empty,0,0,0
12,-65,empty,0,0,0
17,51,empty,0,0,0
18,71,unaffected,0,0,102
-69,125,unaffected,0,0,80
21,60,empty,0,0,0
-67,10,unaffected,0,0,82
-67,103,unaffected,0,0,40
-125,97,unaffected,0,0,61
59,36,unaffected,0,0,97
-46,119,unaffected,0,0,98
-52,57,unaffected,0,0,61
-106,-100,empty,0,0,0
110,85,empty,0,0,0
43,-1,unaffected,0,0,57
-42,-106,unaffected,0,0,87
-123,41,unaffected,0,0,91
86,-124,unaffected,0,0,41
-90,-87,unaffected,0,0,99
-76,57,unaffected,0,0,43
4,-86,unaffected,0,0,85
-34,121,empty,0,0,0
7,50,empty,0,0,0
35,-35,empty,0,0,0
124,-69,empty,0,0,0
-102,-4,empty,0,0,0
-91,123,empty,0,0,0
-70,59,unaffected,0,0,61
-74,-105,unaffected,0,0,50
-41,-24,unaffected,0,0,97
-77,-55,unaffected,0,0,105
109,87,empty,0,0,0
-47,15,unaffected,0,0,46
55,-25,empty,0,0,0
83,-83,empty,0,0,0
-35,61,unaffected,0,0,48
38,-26,unaffected,0,0,69
50,-72,unaffected,0,0,72
-54,-21,unaffected,0,0,43
73,32,unaffected,0,0,83
-8,32,unaffected,0,0,99
51,50,empty,0,0,0
-85,-18,unaffected,0,0,105
26,96,unaffected,0,0,75
-86,-108,empty,0,0,0
41,71,unaffected,0,0,86
67,36,unaffected,0,0,71
36,36,unaffected,0,0,81
-89,111,empty,0,0,0
-28,14,unaffected,0,0,61
25,114,unaffected,0,0,50
29,-75,empty,0,0,0
125,38,empty,0,0,0
103,10,unaffected,0,0,86
-34,-34,unaffected,0,0,43
39,-120,unaffected,0,0,80
105,-76,unaffected,0,0,57
14,-38,unaffected,0,0,54
101,-28,empty,0,0,0
-8,73,unaffected,0,0,39
102,75,unaffected,0,0,61
-41,-98,empty,0,0,0
-122,-106,unaffected,0,0,98
-107,-67,unaffected,0,0,86
-45,-17,empty,0,0,0
74,-55,unaffected,0,0,83
-120,-122,empty,0,0,0
116,60,unaffected,0,0,48
-118,-82,empty,0,0,0
-41,-120,unaffected,0,0,45
44,109,empty,0,0,0
19,80,unaffected,0,0,60
69,-55,empty,0,0,0
-65,-107,empty,0,0,0
-28,-16,unaffected,0,0,90
-39,5,unaffected,0,0,94
-25,-57,empty,0,0,0
93,52,empty,0,0,0
-15,79,unaffected,0,0,40
-67,79,unaffected,0,0,53
-106,-65,empty,0,0,0
-78,-117,empty,0,0,0
80,-12,empty,0,0,0
110,-117,empty,0,0,0
-18,-117,unaffected,0,0,76
-101,-13,empty,0,0,0
-62,-110,unaffected,0,0,96
-69,-84,empty,0,0,0
81,79,empty,0,0,0
-67,-49,unaffected,0,0,69
-95,-77,unaffected,0,0,36
99,30,empty,0,0,0
-79,97,empty,0,0,0
-32,112,unaffected,0,0,75
-22,-122,unaffected,0,0,43
-6,-9,unaffected,0,0,52
12,-10,unaffected,0,0,78
16,115,empty,0,0,0
85,49,unaffected,0,0,57
13,-123,unaffected,0,0,71
8,-115,unaffected,0,0,87
74,99,empty,0,0,0
4,-11,unaffected,0,0,90
69,-54,empty,0,0,0
84,-113,empty,0,0,0
45,96,unaffected,0,0,64
59,66,unaffected,0,0,69
4,60,empty,0,0,0
67,37,empty,0,0,0
80,-40,unaffected,0,0,69
-38,64,unaffected,0,0,85
118,-73,unaffected,0,0,51
-29,75,unaffected,0,0,85
14,32,empty,0,0,0
110,42,unaffected,0,0,95
1,-46,unaffected,0,0,64
-41,11,empty,0,0,0
-87,-121,unaffected,0,0,41
-89,97,unaffected,0,0,74
-104,-84,empty,0,0,0
12,-85,unaffected,0,0,96
-65,94,unaffected,0,0,62
-84,-46,unaffected,0,0,82
-43,-14,unaffected,0,0,63
-66,10,empty,0,0,0
33,-30,empty,0,0,0
-9,105,unaffected,0,0,74
108,121,empty,0,0,0
69,-96,empty,0,0,0
-28,1,empty,0,0,0
-98,117,unaffected,0,0,70
64,18,unaffected,0,0,84
84,-106,unaffected,0,0,39
-13,121,unaffected,0,0,90
-73,-121,empty,0,0,0
-108,77,empty,0,0,0
108,-75,empty,0,0,0
-38,91,empty,0,0,0
48,-62,empty,0,0,0
-111,11,unaffected,0,0,99
109,-50,unaffected,0,0,59
-89,96,unaffected,0,0,103
-9,-30,unaffected,0,0,77
-59,-17,unaffected,0,0,52
-92,47,unaffected,0,0,67
119,-8,unaffected,0,0,38
61,-119,unaffected,0,0,42
-9,-65,empty,0,0,0
-49,71,empty,0,0,0
-117,-18,empty,0,0,0
-63,61,unaffected,0,0,41
-108,-13,unaffected,0,0,59
-55,-92,empty,0,0,0
-37,118,unaffected,0,0,63
-108,100,empty,0,0,0
77,-15,unaffected,0,0,92
57,97,unaffected,0,0,103
46,115,empty,0,0,0
2,12,empty,0,0,0
62,106,unaffected,0,0,75
-71,30,unaffected,0,0,97
121,-35,unaffected,0,0,53
67,-104,unaffected,0,0,64
-40,-69,empty,0,0,0
40,50,unaffected,0,0,64
-76,-55,unaffected,0,0,54
45,-59,unaffected,0,0,61
20,120,unaffected,0,0,90
-72,-21,empty,0,0,0
-21,88,empty,0,0,0
87,104,unaffected,0,0,84
-86,30,unaffected,0,0,66
-77,-109,unaffected,0,0,73
-114,60,empty,0,0,0
-76,96,unaffected,0,0,92
-76,-21,empty,0,0,0
20,-81,unaffected,0,0,82
105,6,empty,0,0,0
-6,1,unaffected,0,0,40
23,48,empty,0,0,0
104,-7,empty,0,0,0
30,18,unaffected,0,0,63
-8,86,unaffected,0,0,104
71,-4,empty,0,0,0
-43,86,unaffected,0,0,65
-27,34,unaffected,0,0,62
39,62,empty,0,0,0
-65,20,empty,0,0,0
27,75,unaffected,0,0,67
-111,-34,empty,0,0,0
-76,78,unaffected,0,0,80
88,-100,empty,0,0,0
40,-61,unaffected,0,0,50
-107,-105,unaffected,0,0,94
116,67,empty,0,0,0
71,-45,empty,0,0,0
-39,-88,unaffected,0,0,53
-4,108,unaffected,0,0,46
108,106,unaffected,0,0,60
30,-72,unaffected,0,0,46
-18,-105,unaffected,0,0,95
108,114,unaffected,0,0,101
110,-71,empty,0,0,0
100,102,unaffected,0,0,69
-83,-87,empty,0,0,0
-42,-30,unaffected,0,0,71
-61,-38,empty,0,0,0
-113,83,empty,0,0,0
56,-66,empty,0,0,0
30,122,empty,0,0,0
114,69,empty,0,0,0
-102,104,unaffected,0,0,88
17,45,empty,0,0,0
40,-45,empty,0,0,0
1,-42,unaffected,0,0,73
-114,-115,unaffected,0,0,43
-34,2,unaffected,0,0,35
-7,102,unaffected,0,0,61
-32,46,empty,0,0,0
64,70,empty,0,0,0
99,-8,unaffected,0,0,86
-31,20,unaffected,0,0,95
-60,-47,empty,0,0,0
89,-124,empty,0,0,0
115,61,unaffected,0,0,83
88,-122,unaffected,0,0,52
0,16,unaffected,0,0,74
-125,-109,unaffected,0,0,105
-6,-72,unaffected,0,0,101
-73,-58,empty,0,0,0
120,-119,unaffected,0,0,60
107,19,empty,0,0,0
109,29,empty,0,0,0
36,87,empty,0,0,0
75,89,unaffected,0,0,76
120,-92,empty,0,0,0
-63,-12,empty,0,0,0
-69,65,empty,0,0,0
-14,121,unaffected,0,0,48
-40,72,unaffected,0,0,95
5,44,empty,0,0,0
-112,48,unaffected,0,0,54
-59,75,empty,0,0,0
-105,-86,empty,0,0,0
-115,-81,empty,0,0,0
-19,-79,unaffected,0,0,84
121,-89,empty,0,0,0
72,-108,unaffected,0,0,46
102,-102,unaffected,0,0,55
96,26,unaffected,0,0,66
51,30,unaffected,0,0,97
15,98,unaffected,0,0,65
-94,97,unaffected,0,0,91
-77,57,unaffected,0,0,71
72,13,unaffected,0,0,53
95,-57,unaffected,0,0,42
45,-72,empty,0,0,0
23,-28,empty,0,0,0
74,-96,empty,0,0,0
10,-124,unaffected,0,0,41
91,19,empty,0,0,0
56,60,empty,0,0,0
76,29,empty,0,0,0
69,88,unaffected,0,0,91
73,96,empty,0,0,0
113,-97,unaffected,0,0,86
8,-3,unaffected,0,0,84
-102,111,unaffected,0,0,87
53,75,empty,0,0,0
-105,-91,unaffected,0,0,40
-38,-111,unaffected,0,0,36
23,-51,unaffected,0,0,60
-46,-3,unaffected,0,0,92
87,101,unaffected,0,0,87
-22,-46,unaffected,0,0,50
123,118,unaffected,0,0,60
-122,-123,unaffected,0,0,66
25,59,unaffected,0,0,98
28,29,unaffected,0,0,83
78,-15,empty,0,0,0
108,21,unaffected,0,0,102
72,2,unaffected,0,0,78
-124,-103,empty,0,0,0
103,-95,empty,0,0,0
15,76,empty,0,0,0
-8,-86,empty,0,0,0
-47,-24,unaffected,0,0,93
-5,-42,empty,0,0,0
-69,-18,unaffected,0,0,71
49,107,empty,0,0,0
-15,-12,empty,0,0,0
-56,-79,unaffected,0,0,42
-2,-1,unaffected,0,0,51
-1,62,empty,0,0,0
119,80,empty,0,0,0
-51,99,empty,0,0,0
-4,-104,unaffected,0,0,61
4,-18,empty,0,0,0
-43,-57,unaffected,0,0,62
-31,-25,unaffected,0,0,98
-28,63,unaffected,0,0,44
-78,55,unaffected,0,0,67
41,8,unaffected,0,0,42
-29,-106,unaffected,0,0,101
-94,50,unaffected,0,0,73
36,-67,empty,0,0,0
31,-54,unaffected,0,0,45
53,-109,empty,0,0,0
64,40,unaffected,0,0,98
32,-24,empty,0,0,0
-60,58,unaffected,0,0,90
-108,20,empty,0,0,0
43,38,unaffected,0,0,35
75,72,unaffected,0,0,75
-96,101,unaffected,0,0,65
-16,25,unaffected,0,0,46
-1,45,empty,0,0,0
85,121,unaffected,0,0,60
-63,-27,unaffected,0,0,84
-34,-65,empty,0,0,0
31,-97,empty,0,0,0
-54,98,empty,0,0,0
91,49,unaffected,0,0,56
54,-36,empty,0,0,0
-31,-121,empty,0,0,0
34,48,unaffected,0,0,69
37,-37,unaffected,0,0,99
88,113,unaffected,0,0,92
32,112,empty,0,0,0
7,-91,empty,0,0,0
-49,40,unaffected,0,0,86
42,29,empty,0,0,0
112,-42,unaffected,0,0,48
-7,-18,empty,0,0,0
83,114,unaffected,0,0,97
66,31,unaffected,0,0,92
105,85,empty,0,0,0
82,-3,unaffected,0,0,46
-10,-34,unaffected,0,0,82
-76,44,unaffected,0,0,60
34,18,empty,0,0,0
19,-51,empty,0,0,0
6,-79,unaffected,0,0,95
81,112,unaffected,0,0,41
-81,93,empty,0,0,0
123,-23,empty,0,0,0
90,23,unaffected,0,0,53
119,-106,unaffected,0,0,60
43,-22,empty,0,0,0
-102,27,unaffected,0,0,44
96,-123,unaffected,0,0,77
109,-76,unaffected,0,0,74
-7,-104,empty,0,0,0
86,22,empty,0,0,0
116,-15,unaffected,0,0,78
-105,44,unaffected,0,0,39
-27,79,unaffected,0,0,82
63,-55,unaffected,0,0,85
-51,18,unaffected,0,0,70
-60,-81,unaffected,0,0,48
-7,68,unaffected,0,0,93
15,47,empty,0,0,0
86,-85,unaffected,0,0,35
-89,28,empty,0,0,0
-20,-8,unaffected,0,0,98
7,-107,unaffected,0,0,55
109,93,unaffected,0,0,86
56,-85,unaffected,0,0,105
27,-35,empty,0,0,0
85,-35,empty,0,0,0
-17,-98,empty,0,0,0
106,102,empty,0,0,0
7,44,empty,0,0,0
-94,119,unaffected,0,0,74
49,-57,unaffected,0,0,71
125,-3,empty,0,0,0
11,-111,empty,0,0,0
68,38,unaffected,0,0,44
39,39,unaffected,0,0,71
-110,-99,unaffected,0,0,85
-117,91,unaffected,0,0,41
-52,-92,unaffected,0,0,61
-104,69,empty,0,0,0
-31,-66,unaffected,0,0,81
92,-120,unaffected,0,0,56
-99,-116,empty,0,0,0
57,111,empty,0,0,0
70,112,unaffected,0,0,76
-101,55,unaffected,0,0,95
99,-19,unaffected,0,0,57
-2,59,empty,0,0,0
121,-118,empty,0,0,0
74,-101,unaffected,0,0,56
-66,75,unaffected,0,0,48
41,34,unaffected,0,0,98
-1,-54,unaffected,0,0,36
104,-77,unaffected,0,0,72
95,-41,empty,0,0,0
-114,106,unaffected,0,0,65
-84,59,unaffected,0,0,86
34,50,empty,0,0,0
125,-93,unaffected,0,0,61
-11,23,empty,0,0,0
35,50,unaffected,0,0,66
-40,-116,empty,0,0,0
97,-34,unaffected,0,0,74
-26,19,unaffected,0,0,60
-35,-9,empty,0,0,0
30,-64,unaffected,0,0,83
38,-94,unaffected,0,0,73
-65,-52,empty,0,0,0
-8,75,empty,0,0,0
-11,-90,empty,0,0,0
106,79,unaffected,0,0,57
-94,-81,empty,0,0,0
-88,-6,unaffected,0,0,99
3,-88,unaffected,0,0,66
124,-9,unaffected,0,0,78
-47,13,unaffected,0,0,66
87,-26,unaffected,0,0,77
-48,-117,unaffected,0,0,35
103,56,unaffected,0,0,70
43,-48,unaffected,0,0,75
-117,55,unaffected,0,0,59
-35,-123,unaffected,0,0,102
-94,-85,unaffected,0,0,62
-64,-116,unaffected,0,0,94
-7,-36,empty,0,0,0
43,108,unaffected,0,0,56
-59,-83,empty,0,0,0
-5,15,unaffected,0,0,74
67,-100,unaffected,0,0,86
88,90,unaffected,0,0,101
19,-66,unaffected,0,0,60
-4,-72,unaffected,0,0,52
103,-65,unaffected,0,0,54
74,116,empty,0,0,0
-50,31,unaffected,0,0,72
-122,31,empty,0,0,0
102,62,empty,0,0,0
15,120,empty,0,0,0
-72,4,unaffected,0,0,60
-74,-39,empty,0,0,0
-122,28,unaffected,0,0,80
40,-104,empty,0,0,0
-104,108,unaffected,0,0,70
72,83,unaffected,0,0,95
18,-79,unaffected,0,0,53
1,-68,empty,0,0,0
-20,-66,unaffected,0,0,94
117,7,unaffected,0,0,88
56,41,unaffected,0,0,44
-53,58,unaffected,0,0,35
-75,95,unaffected,0,0,93
-92,63,unaffected,0,0,75
49,-122,unaffected,0,0,98
71,69,unaffected,0,0,90
-49,-52,empty,0,0,0
-104,100,empty,0,0,0
-31,67,empty,0,0,0
92,-118,unaffected,0,0,86
39,-102,empty,0,0,0
-100,31,unaffected,0,0,41
28,-104,unaffected,0,0,83
-15,81,unaffected,0,0,41
47,69,empty,0,0,0
56,122,unaffected,0,0,74
69,-120,unaffected,0,0,60
-31,-105,unaffected,0,0,43
-31,-108,empty,0,0,0
20,99,unaffected,0,0,63
122,-23,unaffected,0,0,93
76,74,unaffected,0,0,83
7,55,empty,0,0,0
-4,-88,unaffected,0,0,57
48,61,empty,0,0,0
-34,86,empty,0,0,0
33,-53,empty,0,0,0
-31,2,empty,0,0,0
-83,-11,unaffected,0,0,78
53,5,unaffected,0,0,50
-99,20,unaffected,0,0,67
-18,-25,unaffected,0,0,74
-33,15,unaffected,0,0,71
61,32,unaffected,0,0,99
13,49,empty,0,0,0
76,-3,unaffected,0,0,61
48,16,unaffected,0,0,39
-55,-57,unaffected,0,0,73
68,-106,unaffected,0,0,85
-62,14,unaffected,0,0,87
84,-58,unaffected,0,0,102
-79,118,unaffected,0,0,53
-77,-61,unaffected,0,0,87
94,-87,unaffected,0,0,62
-42,74,empty,0,0,0
-52,17,unaffected,0,0,67
35,-106,empty,0,0,0
-79,-83,empty,0,0,0
-108,-24,unaffected,0,0,45
-111,112,empty,0,0,0
42,94,unaffected,0,0,64
125,109,unaffected,0,0,43
-35,-66,empty,0,0,0
56,21,unaffected,0,0,36
-86,-22,empty,0,0,0
-94,-99,unaffected,0,0,74
-32,90,empty,0,0,0
-121,25,empty,0,0,0
-75,-89,empty,0,0,0
28,44,unaffected,0,0,93
-89,8,unaffected,0,0,99
91,-103,unaffected,0,0,104
-85,-35,unaffected,0,0,40
-55,-5,unaffected,0,0,67
-62,-70,empty,0,0,0
67,77,unaffected,0,0,55
41,4,unaffected,0,0,62
-49,-28,unaffected,0,0,72
-38,44,empty,0,0,0
-39,-24,empty,0,0,0
-81,80,empty,0,0,0
113,13,unaffected,0,0,66
-15,-66,empty,0,0,0
-1,49,empty,0,0,0
52,124,unaffected,0,0,76
30,52,empty,0,0,0
68,-110,empty,0,0,0
-2,-14,unaffected,0,0,59
83,6,empty,0,0,0
-60,-104,unaffected,0,0,36
-123,26,empty,0,0,0
-51,97,empty,0,0,0
-4,-20,unaffected,0,0,93
122,51,empty,0,0,0
-49,38,unaffected,0,0,74
-124,36,empty,0,0,0
61,-4,unaffected,0,0,99
113,9,unaffected,0,0,91
-56,21,empty,0,0,0
-54,116,unaffected,0,0,99
19,-91,unaffected,0,0,64
35,-87,unaffected,0,0,51
-40,29,empty,0,0,0
114,57,empty,0,0,0
75,26,unaffected,0,0,81
93,-70,empty,0,0,0
-16,-110,unaffected,0,0,45
63,-46,unaffected,0,0,84
-90,85,unaffected,0,0,102
-90,-112,unaffected,0,0,104
-25,-84,unaffected,0,0,99
-85,82,empty,0,0,0
93,2,unaffected,0,0,73
113,118,empty,0,0,0
-89,46,unaffected,0,0,38
-125,-54,unaffected,0,0,42
-11,30,unaffected,0,0,102
78,90,unaffected,0,0,75
47,-124,empty,0,0,0
-105,-57,empty,0,0,0
-39,74,unaffected,0,0,93
-8,-106,unaffected,0,0,55
-116,77,empty,0,0,0
0,50,unaffected,0,0,105
118,82,unaffected,0,0,96
5,-101,empty,0,0,0
9,36,empty,0,0,0
-112,37,empty,0,0,0
78,-11,unaffected,0,0,59
84,-20,unaffected,0,0,94
-123,54,unaffected,0,0,66
-8,5,empty,0,0,0
36,-58,unaffected,0,0,99
-29,-124,empty,0,0,0
36,107,unaffected,0,0,81
-44,-20,unaffected,0,0,64
113,59,empty,0,0,0
-57,-117,unaffected,0,0,63
-42,-61,empty,0,0,0
-103,-50,unaffected,0,0,40
83,-55,empty,0,0,0
64,-24,unaffected,0,0,99
-84,37,empty,0,0,0
92,99,unaffected,0,0,40
-92,-5,unaffected,0,0,94
-43,-11,unaffected,0,0,87
-88,-97,unaffected,0,0,91
-84,-1,unaffected,0,0,44
-41,87,unaffected,0,0,40
52,108,unaffected,0,0,49
109,-101,empty,0,0,0
-52,-89,empty,0,0,0
-35,11,empty,0,0,0
-85,-39,unaffected,0,0,55
70,61,empty,0,0,0
87,-15,empty,0,0,0
-108,-63,unaffected,0,0,39
65,-9,empty,0,0,0
-62,92,unaffected,0,0,73
9,-21,empty,0,0,0
-26,87,empty,0,0,0
-102,-27,unaffected,0,0,57
-97,70,empty,0,0,0
-31,-124,unaffected,0,0,86
50,29,empty,0,0,0
18,18,empty,0,0,0
-62,-80,unaffected,0,0,56
-58,38,empty,0,0,0
40,-5,empty,0,0,0
92,-33,empty,0,0,0
-36,58,unaffected,0,0,50
-116,16,unaffected,0,0,44
12,-73,unaffected,0,0,97
-54,-43,empty,0,0,0
-68,65,empty,0,0,0
-92,-70,unaffected,0,0,94
-102,121,empty,0,0,0
48,-111,empty,0,0,0
73,122,unaffected,0,0,60
-2,40,empty,0,0,0
-77,-7,unaffected,0,0,72
7,-26,unaffected,0,0,81
66,-3,empty,0,0,0
99,-40,unaffected,0,0,72
30,-37,empty,0,0,0
-70,109,unaffected,0,0,39
95,41,empty,0,0,0
-43,-105,unaffected,0,0,53
-16,21,unaffected,0,0,93
115,31,unaffected,0,0,78
3,-42,unaffected,0,0,70
110,8,empty,0,0,0
125,-12,unaffected,0,0,42
100,-18,unaffected,0,0,50
82,84,empty,0,0,0
75,-100,unaffected,0,0,102
-44,11,unaffected,0,0,49
-110,-66,unaffected,0,0,93
-34,-120,empty,0,0,0
30,84,unaffected,0,0,61
59,38,empty,0,0,0
-81,-117,unaffected,0,0,36
-54,9,empty,0,0,0
-50,-44,empty,0,0,0
-33,74,unaffected,0,0,103
16,112,unaffected,0,0,62
-125,-116,unaffected,0,0,46
73,120,empty,0,0,0
88,-61,unaffected,0,0,52
86,-33,empty,0,0,0
125,-33,empty,0,0,0
18,2,unaffected,0,0,41
86,-3,empty,0,0,0
58,-113,unaffected,0,0,42
31,32,unaffected,0,0,96
92,-15,empty,0,0,0
-109,-37,unaffected,0,0,71
-119,-40,unaffected,0,0,88
-8,70,unaffected,0,0,54
107,-99,empty,0,0,0
-42,-100,unaffected,0,0,105
95,-109,empty,0,0,0
-106,89,unaffected,0,0,90
65,63,unaffected,0,0,92
-7,118,unaffected,0,0,51
-98,-97,unaffected,0,0,45
-62,10,unaffected,0,0,39
26,121,unaffected,0,0,46
-74,-90,unaffected,0,0,39
17,-50,empty,0,0,0
16,-108,empty,0,0,0
-99,-4,unaffected,0,0,102
-61,111,unaffected,0,0,71
-25,47,empty,0,0,0
-66,-74,unaffected,0,0,71
2,-28,unaffected,0,0,87
-50,103,empty,0,0,0
-13,2,unaffected,0,0,40
-29,95,unaffected,0,0,60
12,19,empty,0,0,0
-58,-20,unaffected,0,0,81
-105,45,unaffected,0,0,97
-28,35,unaffected,0,0,62
-25,-37,unaffected,0,0,42
61,-24,empty,0,0,0
-74,-24,unaffected,0,0,86
-103,-17,unaffected,0,0,83
-18,-79,unaffected,0,0,43
0,95,empty,0,0,0
-100,7,unaffected,0,0,53
-80,2,unaffected,0,0,40
-88,69,unaffected,0,0,91
-68,-20,unaffected,0,0,85
22,65,unaffected,0,0,52
30,-114,unaffected,0,0,80
75,115,unaffected,0,0,84
111,-48,empty,0,0,0
-62,-71,unaffected,0,0,80
96,-103,unaffected,0,0,40
93,4,empty,0,0,0
109,-43,unaffected,0,0,76
60,115,empty,0,0,0
-56,-90,unaffected,0,0,91
-28,-14,empty,0,0,0
46,-82,unaffected,0,0,81
57,-64,unaffected,0,0,85
-74,53,unaffected,0,0,70
71,82,empty,0,0,0
-59,50,empty,0,0,0
-80,29,unaffected,0,0,50
9,-72,empty,0,0,0
-20,-114,empty,0,0,0
-64,65,unaffected,0,0,45
-20,46,empty,0,0,0
118,29,unaffected,0,0,91
-43,102,unaffected,0,0,61
66,109,empty,0,0,0
73,-87,empty,0,0,0
34,-104,unaffected,0,0,70
-124,-36,unaffected,0,0,35
-73,109,unaffected,0,0,38
-67,-108,empty,0,0,0
80,-86,unaffected,0,0,80
49,-102,empty,0,0,0
95,-28,unaffected,0,0,55
-13,65,unaffected,0,0,73
-52,-110,unaffected,0,0,36
101,48,unaffected,0,0,81
-20,-123,empty,0,0,0
47,-125,unaffected,0,0,59
35,90,empty,0,0,0
114,-64,unaffected,0,0,64
-65,71,unaffected,0,0,76
101,50,unaffected,0,0,88
28,70,empty,0,0,0
-78,110,empty,0,0,0
6,33,unaffected,0,0,49
70,68,unaffected,0,0,48
-117,-9,unaffected,0,0,64
-3,16,unaffected,0,0,53
-93,90,empty,0,0,0
-19,85,empty,0,0,0
-83,85,unaffected,0,0,61
-12,-79,unaffected,0,0,48
0,10,unaffected,0,0,105
-22,-61,unaffected,0,0,72
22,64,empty,0,0,0
58,-48,unaffected,0,0,46
117,-74,unaffected,0,0,55
28,81,unaffected,0,0,55
96,-90,unaffected,0,0,74
-108,-82,unaffected,0,0,59
19,13,unaffected,0,0,42
39,-122,unaffected,0,0,99
48,-53,unaffected,0,0,94
18,-21,empty,0,0,0
109,99,unaffected,0,0,104
78,26,unaffected,0,0,66
-115,9,unaffected,0,0,95
88,-110,empty,0,0,0
-115,-60,empty,0,0,0
-53,-72,empty,0,0,0
122,-46,unaffected,0,0,48
56,-12,unaffected,0,0,53
-55,-109,empty,0,0,0
1,26,empty,0,0,0
-75,-109,unaffected,0,0,52
107,-14,unaffected,0,0,38
-105,-95,unaffected,0,0,62
-105,-4,unaffected,0,0,93
-105,-71,empty,0,0,0
-45,76,unaffected,0,0,96
-13,15,unaffected,0,0,51
-25,44,empty,0,0,0
81,-80,empty,0,0,0
-97,84,unaffected,0,0,57
62,-55,unaffected,0,0,92
-77,43,empty,0,0,0
18,14,unaffected,0,0,88
65,-55,empty,0,0,0
111,77,empty,0,0,0
-118,-37,unaffected,0,0,102
38,-60,unaffected,0,0,83
-109,68,empty,0,0,0
93,-76,unaffected,0,0,99
5,62,empty,0,0,0
83,-99,unaffected,0,0,60
-84,99,empty,0,0,0
7,36,empty,0,0,0
-34,-123,unaffected,0,0,103
-55,115,unaffected,0,0,63
97,92,empty,0,0,0
19,58,unaffected,0,0,97
-87,-104,empty,0,0,0
-95,32,empty,0,0,0
47,-66,empty,0,0,0
-51,121,empty,0,0,0
52,96,unaffected,0,0,76
